uid	name	gender	screentime	sids
ch0316923	Missandei	female	13697	s00801, s00875, s00877, s00878, s00879, s00936, s00937, s00938, s00942, s00943, s00974, s01025, s01026, s01060, s01061, s01096, s01097, s01098, s01099, s01146, s01147, s01148, s01219, s01220, s01221, s01238, s01239, s01240, s01263, s01264, s01266, s01267, s01406, s01407, s01408, s01409, s01411, s01412, s01414, s01416, s01417, s01418, s01425, s01471, s01531, s01532, s01533, s01581, s01582, s01583, s01594, s01709, s01711, s01712, s01750, s01751, s01773, s01809, s01827, s01828, s01829, s01830, s01831, s01925, s01927, s01929, s01931, s01940, s01978, s01979, s02073, s02172, s02173, s02174, s02175, s02176, s02178, s02179, s02180, s02182, s02184, s02228, s02229, s02317, s02352, s02353, s02386, s02387, s02388, s02389, s02454, s02635, s02637, s02656, s02657, s02669, s02670, s02671, s02677, s02678, s02824, s02861, s02862, s02864, s02867, s02868, s02878, s02881, s02926, s02927, s02928, s02929, s02932, s02933, s02934, s02961, s02965, s02993, s02994, s02995, s02996, s02998, s02999, s03000, s03001, s03002, s03003, s03009, s03011, s03206, s03210, s03211, s03215, s03217, s03218, s03219, s03220, s03221, s03222, s03223, s03224, s03225, s03230, s03231, s03235, s03304, s03314, s03315, s03380, s03381, s03382, s03383, s03418, s03423, s03424, s03443, s03569, s03621, s03622, s03668, s03694, s03734, s03745, s03746, s03747, s03748, s03753, s03756, s03789, s03809, s03816, s03817, s03819, s03828, s03839, s03840, s03842, s03843, s03847, s03849, s03850, s03851, s03852, s03853
ch0316924	Selyse Baratheon	female	1383	s00301, s00965, s00966, s01302, s01303, s01305, s01306, s01561, s01715, s01780, s01781, s01785, s01815, s01816, s01905, s01906, s01974, s02137, s02170, s02189
ch0316925	Tormund Giantsbane	male	11637	s00765, s00766, s00829, s00864, s00947, s00984, s00986, s00991, s00997, s01006, s01008, s01015, s01016, s01044, s01116, s01118, s01126, s01128, s01130, s01131, s01132, s01135, s01250, s01251, s01252, s01401, s01577, s01578, s01612, s01613, s01617, s01625, s01631, s01635, s01637, s01660, s01682, s01684, s01691, s01716, s01779, s01781, s01783, s01785, s01786, s01949, s02027, s02028, s02094, s02095, s02096, s02097, s02098, s02099, s02101, s02103, s02106, s02112, s02114, s02115, s02119, s02120, s02122, s02124, s02125, s02127, s02138, s02140, s02148, s02304, s02305, s02306, s02334, s02341, s02371, s02372, s02373, s02376, s02377, s02406, s02407, s02408, s02460, s02462, s02463, s02464, s02577, s02578, s02579, s02680, s02681, s02682, s02683, s02684, s02687, s02694, s02697, s02700, s02702, s02703, s02714, s02716, s02718, s02719, s02722, s02723, s02724, s02728, s02729, s02730, s02733, s02734, s02819, s02820, s02833, s02834, s02847, s02849, s03111, s03112, s03113, s03114, s03116, s03117, s03118, s03122, s03123, s03124, s03125, s03129, s03131, s03132, s03133, s03135, s03137, s03138, s03141, s03142, s03143, s03146, s03151, s03152, s03153, s03157, s03158, s03159, s03161, s03162, s03163, s03164, s03165, s03174, s03263, s03265, s03267, s03269, s03273, s03275, s03277, s03279, s03285, s03373, s03374, s03375, s03376, s03412, s03418, s03429, s03436, s03439, s03467, s03485, s03519, s03528, s03530, s03535, s03539, s03546, s03555, s03561, s03565, s03571, s03586, s03590, s03605, s03646, s03687, s03701, s03708, s03715, s03729, s03733, s03745, s03746, s03747, s03748, s03753, s03767, s03768, s03771, s03774, s03777, s03778, s03780, s03781, s03802, s03803, s03804, s03805, s03807, s04138, s04159, s04162, s04163, s04164
ch0316926	Myranda	female	1270	s01041, s01042, s01280, s01517, s01519, s01521, s01523, s01858, s01956, s01960, s01961, s02021, s02025, s02214, s02258
ch0316927	Thoros of Myr	male	3770	s00838, s00849, s00850, s00858, s00861, s00933, s00934, s00935, s00945, s00946, s00950, s00963, s00964, s00987, s00988, s00989, s00990, s01032, s01033, s01034, s02658, s02659, s02853, s02854, s02856, s02857, s03112, s03113, s03114, s03116, s03117, s03118, s03122, s03124, s03127, s03129, s03131, s03132, s03133, s03135, s03136, s03137, s03141, s03142, s03143, s03146, s03151
ch0316928	Meera Reed	female	4015	s00836, s00844, s00845, s00846, s00848, s00983, s01046, s01114, s01121, s01123, s01125, s01133, s01143, s01189, s01190, s01193, s01194, s01198, s01309, s01310, s01311, s01312, s01314, s01452, s01454, s01455, s01456, s01458, s01489, s01491, s01493, s01494, s01496, s01498, s01503, s01719, s01720, s01721, s01722, s01723, s01724, s02300, s02301, s02456, s02459, s02466, s02467, s02469, s02471, s02473, s02475, s02477, s02479, s02481, s02488, s02490, s02492, s02496, s02506, s02508, s02510, s02516, s02517, s02562, s02814, s02815, s02830, s02831, s02956, s02981, s02982
ch0316929	Qyburn	male	5243	s00780, s00952, s01039, s01040, s01047, s01048, s01051, s01052, s01054, s01215, s01216, s01247, s01704, s01705, s01706, s01812, s01813, s01867, s01870, s01871, s01872, s01892, s01893, s01894, s02082, s02083, s02240, s02241, s02354, s02355, s02356, s02623, s02624, s02630, s02631, s02632, s02634, s02760, s02762, s02764, s02766, s02797, s02822, s02843, s02871, s02872, s02877, s02939, s02940, s03068, s03094, s03209, s03219, s03220, s03221, s03222, s03223, s03224, s03231, s03327, s03330, s03331, s03333, s03334, s03335, s03336, s03827, s03828, s03843, s03844, s03845, s03846, s03847, s03849, s03851, s03852, s03853, s03902, s03944, s03945, s03946, s04024, s04030, s04031, s04032, s04033
ch0316930	Anguy	male	1152	s00838, s00850, s00859, s00933, s00934, s00935, s00945, s00946, s00950, s00987, s00988, s00990, s01033
ch0316931	Edmure Tully	male	2908	s00853, s00854, s00959, s00960, s00961, s00962, s00993, s00994, s01011, s01108, s01142, s01149, s01150, s01152, s01153, s01154, s02560, s02584, s02586, s02587, s02639, s02640, s02643, s02644, s02645, s02646, s02649, s04119, s04120, s04121
ch0321004	Ramsay Snow	male	6254	s00843, s00870, s00871, s00888, s00911, s00912, s00913, s00992, s01042, s01192, s01280, s01285, s01286, s01287, s01288, s01517, s01519, s01521, s01523, s01527, s01529, s01584, s01588, s01596, s01597, s01845, s01858, s01874, s01875, s01876, s01956, s01964, s01965, s01966, s01967, s02025, s02026, s02034, s02038, s02039, s02085, s02211, s02258, s02259, s02324, s02325, s02326, s02367, s02368, s02369, s02404, s02680, s02681, s02682, s02683, s02696, s02697, s02698, s02699, s02700, s02701, s02702, s02703, s02706, s02709, s02710, s02712, s02713, s02714, s02716, s02719, s02720, s02722, s02723, s02724, s02725, s02727, s02728, s02729, s02730, s02736
ch0323607	Mirelle	female	62	s00768, s00769
ch0327535	Woman Prisoner	female	82	s00396, s00401
ch0334882	Maggy	female	153	s01742
ch0335038	Grey Worm	male	10921	s00974, s01021, s01026, s01059, s01060, s01061, s01110, s01137, s01139, s01140, s01147, s01148, s01240, s01241, s01267, s01412, s01417, s01418, s01420, s01422, s01425, s01471, s01531, s01532, s01533, s01581, s01583, s01594, s01709, s01711, s01712, s01750, s01751, s01773, s01806, s01807, s01808, s01809, s01827, s01828, s01829, s01830, s01831, s01934, s01936, s01938, s01939, s01940, s01978, s02228, s02229, s02317, s02352, s02353, s02386, s02387, s02388, s02389, s02454, s02635, s02656, s02657, s02669, s02670, s02671, s02677, s02678, s02823, s02861, s02862, s02864, s02867, s02868, s02878, s02880, s02881, s02963, s02966, s02968, s02969, s03190, s03235, s03304, s03314, s03315, s03318, s03380, s03381, s03382, s03383, s03384, s03385, s03396, s03418, s03422, s03424, s03443, s03466, s03484, s03490, s03511, s03522, s03537, s03576, s03583, s03595, s03597, s03603, s03604, s03612, s03646, s03687, s03701, s03708, s03745, s03746, s03747, s03748, s03753, s03756, s03766, s03789, s03809, s03819, s03823, s03826, s03829, s03838, s03840, s03842, s03843, s03844, s03847, s03849, s03851, s03852, s03853, s03864, s03865, s03866, s03867, s03868, s03869, s03870, s03872, s03899, s03900, s03927, s03928, s03929, s03931, s03947, s03948, s03989, s03991, s03993, s03995, s04078, s04079, s04088, s04089, s04090, s04091, s04092, s04093, s04094, s04095, s04096, s04098, s04100, s04118, s04119, s04120, s04121, s04127, s04128
ch0335039	Mance Rayder	male	1695	s00765, s00766, s00828, s00829, s00864, s01699, s01700, s01701, s01702, s01778, s01779, s01781, s01782, s01783, s01784, s01785, s01786
ch0335040	Daario Naharis	male	5572	s01060, s01068, s01095, s01097, s01098, s01099, s01110, s01137, s01138, s01140, s01148, s01219, s01220, s01221, s01240, s01241, s01264, s01265, s01267, s01409, s01411, s01412, s01413, s01414, s01415, s01416, s01471, s01560, s01562, s01772, s01773, s01774, s01806, s01807, s01808, s01809, s01827, s01828, s01829, s01830, s01831, s01924, s01925, s01927, s01929, s01931, s01941, s01942, s01943, s01944, s02050, s02172, s02173, s02174, s02175, s02176, s02178, s02179, s02180, s02182, s02184, s02227, s02228, s02282, s02390, s02391, s02392, s02394, s02412, s02420, s02452, s02453, s02563, s02564, s02565, s02675, s02809
ch0339503	Kraznys mo Nakloz	male	653	s00801, s00875, s00936, s00937, s00938
ch0339504	Prendahl na Ghezn	male	314	s01060, s01068, s01098
ch0345051	Silk King	male	462	s00403, s00523
ch0348391	Wildling Rioter	male	100	s00467, s00469, s00471, s00515, s02598
ch0348528	Mikken	male	0	
ch0350989	Colen of Greenpools	male	248	s00353
ch0376927	Lancel Lannister	male	2307	s00082, s00123, s00160, s00265, s00384, s00385, s00406, s00415, s00596, s00598, s00606, s00609, s00611, s00641, s00659, s00661, s00664, s00674, s00681, s01763, s01764, s01766, s01865, s01866, s01899, s01900, s02000, s02070, s02071, s02556, s02624, s02739, s02747, s02751, s02753, s02755, s02757, s02759, s02761, s02763, s02765, s02767, s02769, s02772, s02774, s02776, s02778, s02780, s02782, s02784
ch0379224	Lordsport Dockhand	male	79	s00335
ch0379226	Varly	male	20	s00188
ch0379227	Mago	male	379	s00213, s00214
ch0379228	Lannister Messenger	male	198	s00223
ch0379229	Red Keep Stableboy	male	37	s00200
ch0379230	Lannister Scout	male	135	s00225, s00226
ch0381104	Salladhor Saan	male	510	s00340, s00776, s01514, s01515
ch0381563	Brynden Tully	male	2003	s00853, s00854, s00862, s00959, s00960, s00962, s00993, s00994, s01011, s01108, s01142, s01149, s01150, s01151, s02585, s02586, s02592, s02629, s02641, s02645, s02651, s02652
ch0384328	Mace Tyrell	male	3869	s01290, s01291, s01292, s01294, s01296, s01316, s01317, s01319, s01323, s01328, s01347, s01354, s01355, s01356, s01357, s01358, s01461, s01462, s01467, s01534, s01535, s01538, s01539, s01540, s01541, s01542, s01543, s01544, s01546, s01547, s01548, s01605, s01607, s01608, s01609, s01762, s01813, s01839, s01867, s01892, s01893, s02159, s02160, s02161, s02162, s02357, s02358, s02552, s02554, s02555, s02556, s02557, s02631, s02632, s02633, s02740, s02747, s02751, s02768, s02775, s02777, s02779, s02785
ch0384471	Lothar Frey	male	1090	s00993, s01108, s01149, s01152, s01153, s01154, s01165, s02559, s02584, s02586, s02587, s02644, s02647, s02793, s02811
ch0391563	Roslin Frey	female	379	s01142, s01149, s01150, s01152, s01153, s01154
ch0392307	Oberyn Martell	male	3347	s01228, s01229, s01230, s01231, s01232, s01233, s01234, s01317, s01319, s01321, s01323, s01331, s01343, s01345, s01353, s01355, s01394, s01395, s01396, s01485, s01534, s01535, s01536, s01538, s01539, s01540, s01541, s01542, s01543, s01544, s01546, s01547, s01548, s01569, s01606, s01607, s01608, s01609
ch0395355	Martyn Lannister	male	76	s00863, s00958
ch0395356	Willem Lannister	male	76	s00863, s00958
ch0396528	Karl Tanner	male	1007	s00865, s00866, s00867, s00925, s00926, s00927, s00928, s01448, s01449, s01458, s01493, s01494, s01504, s01505
ch0396530	Steelshanks Walton	male	172	s01048, s01049, s01052, s01054
ch0396531	Greizhen mo Ullhor	male	391	s00875, s00936, s00937
ch0400416	Styr	male	774	s01252, s01400, s01401, s01402, s01577, s01578, s01612, s01613, s01617, s01625, s01631, s01635, s01637, s01647, s01662, s01684
ch0403194	Olyvar	male	907	s00977, s00978, s00979, s01228, s01229, s01230, s01231, s01232, s01394, s01395, s01767, s01768, s01863, s01864, s01865, s01897, s01898, s02019
ch0411375	Drowned Priest	male	81	s00368
ch0413591	Razdal mo Eraz	male	641	s01023, s01026, s02387, s02669, s02670, s02671, s02677
ch0414315	Child of the Forest		0	
ch0414457	Three-Eyed Raven	male	1347	s00092, s00150, s00256, s00804, s00805, s00807, s01313, s01724, s02293, s02294, s02295, s02296, s02297, s02298, s02343, s02344, s02345, s02346, s02430, s02432, s02434, s02435, s02436, s02438, s02439, s02456, s02459, s02466, s02470, s02471, s02473, s02474, s02475, s02476, s02478, s02479, s02482, s02483, s02484, s02485, s02486, s02487
ch0414458	Hizdahr zo Loraq	male	2068	s01407, s01410, s01416, s01532, s01772, s01773, s01809, s01828, s01829, s01830, s01925, s01927, s01929, s01931, s01941, s01942, s01943, s01944, s01980, s02061, s02063, s02064, s02066, s02172, s02173, s02174, s02175, s02176, s02178
ch0431526	Kayla	female	89	s00884, s01331
ch0431527	Marei	female	483	s00884, s01228, s01229, s01394, s01395, s02745, s03332, s03333
ch0441614	Male Prostitute	male	0	
ch0467999	Leaf	female	735	s01721, s01722, s01723, s02298, s02301, s02346, s02432, s02434, s02436, s02438, s02439, s02459, s02467, s02468, s02472, s02475, s02479, s02481, s02488, s02489, s02509
ch0468001	Obara Sand	female	1037	s01920, s01921, s02007, s02008, s02010, s02011, s02057, s02154, s02155, s02167, s02223, s02225, s02275, s02807, s02808, s02902, s02911, s02913, s02921, s02923
ch0468006	Doran Martell	male	674	s01802, s01803, s01804, s01805, s02003, s02004, s02152, s02153, s02156, s02167, s02223, s02272, s02273, s02274
ch0468074	Nymeria Sand	female	1052	s01920, s01921, s02007, s02008, s02010, s02011, s02057, s02154, s02155, s02167, s02223, s02225, s02275, s02807, s02808, s02902, s02911, s02913, s02914, s02921, s02923
ch0468075	Tyene Sand	female	1618	s01920, s01921, s02007, s02008, s02010, s02011, s02057, s02154, s02155, s02167, s02223, s02225, s02272, s02273, s02274, s02807, s02808, s02902, s02907, s02908, s02912, s02915, s02937, s02938, s02939, s02940, s02941
ch0468190	Tycho Nestoris	male	636	s01513, s02160, s02161, s02162, s02946, s02979
ch0470706	Yezzan zo Qaggaz	male	901	s02049, s02060, s02061, s02064, s02066, s02087, s02088, s02387, s02669, s02670, s02671, s02677, s02678
ch0473552	Ternesio Terys	male	195	s01739, s01788, s01789
ch0476558	Lhara	female	218	s01514, s01515, s02077, s02164
ch0476559	High Sparrow	male	3092	s01869, s01895, s02018, s02019, s02052, s02069, s02070, s02071, s02234, s02237, s02270, s02271, s02314, s02315, s02360, s02396, s02397, s02523, s02524, s02553, s02554, s02555, s02556, s02557, s02574, s02737, s02740, s02747, s02751, s02753, s02755, s02773, s02775, s02777, s02781, s02783, s02785
ch0478670	Citadel Maester	male	144	s02799, s02800
ch0506400	Trystane Martell	male	679	s01801, s01803, s02002, s02003, s02009, s02010, s02011, s02152, s02153, s02156, s02223, s02275
ch0506401	Walda Bolton	female	674	s01285, s01858, s01965, s01966, s02025, s02326
ch0506962	Wedding Band		0	
ch0507107	Areo Hotah	male	723	s01802, s01804, s01805, s02003, s02004, s02011, s02055, s02152, s02153, s02155, s02156, s02167, s02223, s02272, s02273
ch0508053	Mossador	male	495	s01421, s01422, s01750, s01809, s01825, s01827, s01829
ch0508054	The Waif	female	1299	s01834, s01836, s01851, s01852, s01856, s01857, s01989, s02081, s02221, s02289, s02321, s02361, s02362, s02363, s02364, s02423, s02424, s02548, s02550, s02606, s02607, s02663
ch0508055	Olly	male	2988	s01399, s01400, s01401, s01402, s01403, s01434, s01435, s01447, s01557, s01636, s01647, s01648, s01664, s01685, s01714, s01715, s01752, s01753, s01754, s01783, s01819, s01820, s01849, s01850, s01860, s01861, s01905, s01908, s01950, s01952, s01974, s02027, s02028, s02092, s02093, s02146, s02245, s02246, s02247, s02255, s02303, s02304, s02305, s02372, s02373
ch0508056	High Septon	male	795	s00460, s00464, s01074, s01316, s01317, s01318, s01319, s01320, s01322, s01326, s01375, s01377, s01378, s01461, s01743, s01839, s01863, s01864, s01865, s01866, s01867, s03252
ch0509452	Todder	male	872	s01212, s01385, s02095, s02096, s02097, s02112, s02252, s02253, s02254, s02255, s02256, s02290, s02291, s02303, s02407, s02465
ch0510932	Dongo the Giant	male	250	s00763, s01627, s01629, s01638, s01643, s01645, s01655, s01657, s01665, s01667, s01669, s01698
ch0510933	Mag the Mighty	male	274	s01627, s01629, s01638, s01651, s01655, s01657, s01665, s01667, s01670, s01672, s01675, s01677, s01679, s01680, s01694
ch0511247	Lollys Stokeworth	female	122	s01798, s01799
ch0511931	Loboda	male	642	s02098, s02101, s02104, s02110, s02115, s02116
ch0512154	The Night King	male	1623	s01460, s02115, s02118, s02123, s02128, s02129, s02131, s02436, s02438, s02458, s02467, s02468, s02472, s02482, s02484, s02486, s02507, s02509, s02511, s02513, s02515, s02829, s03079, s03153, s03160, s03161, s03162, s03163, s03164, s03166, s03189, s03274, s03276, s03278, s03280, s03282, s03284, s03286, s03288, s03292, s03625, s03626, s03642, s03662, s03663, s03674, s03675, s03677, s03678, s03679, s03684, s03685, s03686, s03691, s03713, s03716, s03718, s03720, s03722, s03724, s03726, s03727
ch0512215	Septa Unella	female	1452	s02071, s02072, s02075, s02083, s02089, s02233, s02235, s02237, s02238, s02239, s02269, s02270, s02395, s02396, s02553, s02554, s02555, s02556, s02557, s02575, s02789, s02790
ch0512707	Karsi	female	795	s02098, s02099, s02101, s02103, s02111, s02112, s02115, s02119, s02130
ch0517008	Stark Bannerman	male	0	
ch0518715	Euron Greyjoy	male	3146	s02331, s02441, s02442, s02444, s02446, s02448, s02450, s02451, s02843, s02906, s02907, s02910, s02911, s02913, s02914, s02917, s02919, s02920, s02937, s02938, s02939, s03219, s03220, s03221, s03222, s03223, s03328, s03329, s03330, s03331, s03337, s03814, s03818, s03821, s03827, s03828, s03839, s03840, s03842, s03843, s03847, s03849, s03850, s03851, s03852, s03853, s03889, s03912, s03913, s03915, s03917, s04019, s04023, s04025, s04026
ch0519184	Malko	male	328	s01998, s01999, s02049
ch0523897	Talla Tarly	female	475	s02522, s02527
ch0523969	Gatins	male	191	s02602, s02616, s02617, s02618, s02619
ch0524408	Randyll Tarly	male	1097	s02527, s02528, s02872, s02873, s02874, s02971, s02978, s03013, s03016, s03018, s03019, s03066
ch0524546	Yohn Royce	male	4039	s01589, s01590, s01591, s01757, s01758, s02381, s02383, s02385, s02819, s02820, s02833, s02834, s02890, s02952, s02953, s03085, s03105, s03241, s03313, s03314, s03315, s03318, s03321, s03344, s03380, s03381, s03382, s03383, s03384, s03385, s03401, s03418, s03745, s03746, s03747, s03748, s03753, s03789, s04119, s04120, s04121
ch0524621	Wun Wun	male	1464	s02098, s02100, s02108, s02115, s02120, s02122, s02124, s02138, s02140, s02146, s02304, s02577, s02694, s02697, s02700, s02703, s02714, s02716, s02719, s02723, s02724, s02727, s02728
ch0525536	Great Master	male	408	s01423, s01532, s01942, s01943, s01944
ch0531846	Merchant Captain	male	109	s01890, s01921
ch0535371	Khal Rhalko	male	266	s02409, s02410, s02411, s02413
ch0537855	Handmaid	female	235	s00516, s00517, s01001, s01242, s01246, s01249, s02266, s02794, s02811
ch0538748	Khal Moro	male	497	s02287, s02348, s02409, s02410, s02411, s02413
ch0539337	Brea	female	162	s02165
ch0539344	Vala	female	389	s01749, s01932, s01933, s02351
ch0539716	Lead Dornish Guard	male	182	s01918
ch0539881	Warlock	male	108	s00802
ch0539898	High Priestess	female	284	s02349, s02350, s02393, s02410, s02414, s02415, s02419
ch0540065	Kinvara	female	274	s02455
ch0540066	Qhono	male	3573	s02284, s02286, s02287, s02347, s02348, s02349, s02414, s02417, s02926, s02927, s02928, s02929, s02932, s02933, s02993, s02994, s03040, s03042, s03047, s03050, s03056, s03066, s03067, s03073, s03099, s03100, s03205, s03210, s03211, s03215, s03217, s03218, s03219, s03220, s03221, s03222, s03223, s03224, s03225, s03230, s03231, s03298, s03299, s03309, s03318, s03352, s03418, s03689
ch0540067	Smalljon Umber	male	843	s02366, s02367, s02368, s02369, s02680, s02681, s02682, s02683, s02696, s02713, s02714, s02718, s02719, s02722
ch0540081	Aeron Greyjoy	male	601	s02332, s02440, s02441, s02442, s02444, s02446, s02448, s02450, s02451
ch0540082	Hoster Tully	male	131	s00853
ch0540097	Arthur Dayne	male	286	s02343, s02344
ch0540153	Ser Endrew Tarth	male	25	s01253
ch0540530	Gerold Hightower	male	165	s02343
ch0540537	Ornela	female	337	s02350, s02393, s02394, s02410, s02414, s02415, s02419
ch0540561	Izembaro	male	570	s02426, s02427, s02532, s02533, s02535, s02537, s02539, s02541, s02544, s02546, s02547
ch0540863	Thin Man	male	186	s02079, s02158, s02159
ch0540864	Captain of the Archers	male	122	s00606, s00609, s00611, s00639, s00641, s00644, s00646, s00648, s00671
ch0540865	Septon	male	208	s00725, s01142
ch0540866	Red Priestess	female	119	s01881, s01882, s02621
ch0540869	Septa Scolera	female	227	s02235, s02237
ch0540870	Zanrush	male	305	s02279, s02455
ch0541190	Lady Crane	female	1066	s02426, s02427, s02532, s02533, s02541, s02544, s02545, s02546, s02547, s02613, s02614, s02615, s02660, s02661, s02662
ch0541191	Melessa Tarly	female	475	s02522, s02527
ch0541362	Aerys II Targaryen	male	0	
ch0541363	Dickon Tarly	male	1062	s02527, s02528, s02872, s02873, s02971, s02978, s03015, s03016, s03018, s03019, s03021, s03036, s03066
ch0541364	Bianca	female	561	s02426, s02427, s02532, s02533, s02539, s02541, s02544, s02546, s02547, s02548
ch0541747	Robett Glover	male	1126	s02593, s02819, s02820, s02833, s02834, s02890, s03085, s03105, s03313, s03314, s03315
ch0541790	Bobono	male	577	s02426, s02427, s02532, s02533, s02535, s02537, s02539, s02541, s02543, s02544, s02546, s02547
ch0541878	Brother Ray	male	530	s02567, s02569, s02571, s02573, s02601, s02602, s02603, s02611
ch0541884	Lyanna Mormont	female	2398	s02590, s02599, s02680, s02681, s02682, s02683, s02819, s02820, s02833, s02834, s02890, s03313, s03314, s03315, s03318, s03380, s03381, s03382, s03383, s03384, s03385, s03418, s03437, s03451, s03573, s03574, s03582, s03592, s03593, s03637, s03657, s03659, s03661, s03688, s03751, s03753
ch0542106	Lem Lemoncloak	male	252	s02602, s02658
ch0542917	Harald Karstark	male	694	s02324, s02325, s02367, s02368, s02369, s02680, s02681, s02682, s02683
ch0542918	Dothraki Bloodrider	male	486	s02287, s02409, s02410, s02411, s02413
ch0542919	Musician	male	417	s01337, s01339, s01340, s02426, s02532, s02533
ch0543132	Howland Reed	male	323	s02343, s02344, s02345
ch0543804	Lyanna Stark	female	266	s02295, s02296, s02297, s02817, s02818, s03252, s03256
ch0544229	Donnel Waynwood	male	73	s01474, s01600
ch0544520	Akho	male	545	s02284, s02286, s02287, s02347, s02348, s02349, s02392
ch0547881	Baby Sam	male	3345	s00869, s00899, s00900, s00931, s00982, s01101, s01103, s01104, s01105, s01112, s01194, s01198, s01207, s01386, s01387, s01390, s01391, s01392, s01393, s01579, s01613, s01615, s01622, s01649, s01753, s01974, s02030, s02036, s02037, s02191, s02342, s02519, s02521, s02522, s02529, s02530, s02531, s02798, s02799, s02859, s03101, s03103, s03249, s03440, s03569, s03621, s03694, s03734
ch0550545	Maester Wolkan	male	868	s02258, s02325, s02837, s02889, s02952, s03080, s03106, s03154, s03241, s03316, s03317, s03403, s03404, s03765, s03832
ch0576836	Alys Karstark	female	1050	s02833, s02834, s02890, s03344, s03380, s03381, s03382, s03383, s03418, s03453, s03455, s03557, s03579
ch0576869	Kitty Frey	female	346	s02559, s02560, s02827, s02828
ch0578265	Archmaester Marwyn	male	0	
tt0944947	Ned Umber	male	513	s02834, s02890, s03313, s03314, s03315, s03316, s03376
ui0000001	Aegon Targaryen	male	0	
ui0000002	Brandon Stark	male	0	
ui0000003	Drogon	male	6517	s00032, s00046, s00049, s00055, s00089, s00149, s00157, s00284, s00285, s00295, s00431, s00432, s00494, s00742, s00745, s00746, s00749, s00786, s00787, s00937, s00939, s00944, s01026, s01028, s01220, s01222, s01223, s01235, s01236, s01530, s01833, s01983, s02180, s02181, s02182, s02183, s02184, s02231, s02507, s02565, s02657, s02670, s02672, s02673, s02676, s02823, s02825, s02861, s02929, s02999, s03001, s03003, s03019, s03027, s03029, s03030, s03031, s03034, s03037, s03039, s03040, s03046, s03047, s03048, s03049, s03051, s03052, s03053, s03054, s03056, s03057, s03058, s03064, s03066, s03067, s03070, s03071, s03156, s03159, s03161, s03162, s03163, s03164, s03165, s03178, s03221, s03306, s03307, s03308, s03310, s03311, s03353, s03356, s03357, s03359, s03461, s03473, s03545, s03546, s03549, s03550, s03552, s03556, s03570, s03578, s03599, s03613, s03624, s03627, s03662, s03663, s03664, s03679, s03680, s03682, s03684, s03685, s03697, s03698, s03737, s03797, s03798, s03800, s03811, s03812, s03813, s03814, s03815, s03816, s03817, s03840, s03842, s03843, s03846, s03853, s03867, s03868, s03913, s03916, s03917, s03918, s03920, s03922, s03924, s03926, s03928, s03933, s03935, s03937, s03941, s03943, s03945, s03952, s03954, s03956, s03964, s03965, s03967, s03968, s03970, s03976, s03978, s03980, s03982, s03984, s03986, s03988, s03996, s03998, s04000, s04002, s04007, s04011, s04013, s04015, s04017, s04021, s04027, s04033, s04039, s04059, s04063, s04065, s04068, s04089, s04091, s04093, s04094, s04095, s04096, s04098, s04109, s04114, s04115
ui0000004	Elia Martell	female	0	
ui0000005	Ghost	male	2909	s00015, s00047, s00112, s00184, s00185, s00211, s00212, s00271, s00273, s00323, s00429, s00454, s00758, s00759, s00760, s00865, s01451, s01453, s01508, s01509, s01557, s01683, s01752, s02045, s02250, s02256, s02290, s02291, s02303, s02334, s02335, s02336, s02337, s02338, s03425, s03426, s03471, s03479, s03488, s03502, s03507, s03746, s03747, s03748, s03753, s03804, s03807, s04157, s04162, s04163, s04164
ui0000006	Grey Wind	male	866	s00015, s00094, s00215, s00304, s00377, s00826, s01107, s01160, s01170, s01180
ui0000007	Harry Strickland	male	179	s03328, s03330, s03898, s03927, s03928, s03929, s03931
ui0000008	Jafer Flowers	male	76	s00202
ui0000009	King Joffrey Baratheon Dwarf	male	272	s01355
ui0000010	King Renly Baratheon Dwarf	male	272	s01355
ui0000011	King Robb Stark Dwarf	male	272	s01355
ui0000012	King Stannis Baratheon Dwarf	male	272	s01355
ui0000013	Lady	female	332	s00015, s00056, s00063, s00065
ui0000014	Nymeria	female	611	s00015, s00041, s00057, s00058, s02899
ui0000015	Othor	male	162	s00202, s00212
ui0000016	Rhaegal	male	3915	s00032, s00046, s00049, s00055, s00089, s00149, s00157, s00284, s00285, s00432, s00494, s00742, s00745, s00746, s00749, s00786, s00944, s01026, s01220, s01223, s01235, s01236, s01713, s01775, s01943, s01944, s01945, s02319, s02673, s02676, s02823, s02825, s02861, s02929, s02949, s02999, s03001, s03003, s03071, s03156, s03159, s03161, s03162, s03163, s03164, s03175, s03176, s03221, s03306, s03307, s03308, s03310, s03311, s03353, s03354, s03355, s03356, s03357, s03359, s03461, s03473, s03546, s03547, s03549, s03550, s03551, s03570, s03578, s03580, s03615, s03642, s03663, s03664, s03675, s03677, s03678, s03679, s03680, s03681, s03797, s03798, s03800, s03811, s03812
ui0000017	Rhaegar Targaryen	male	30	s03252
ui0000018	Rhaego	male	484	s00156, s00268, s00741
ui0000019	Rhaella Targaryen	female	0	
ui0000020	Rhaenys Targaryen	female	0	
ui0000021	Rickard Stark	male	15	s02474
ui0000022	Shaggydog	male	590	s00015, s00258, s00491, s00498, s00734, s00737, s00808, s01127, s01134, s01144, s02369, s02681
