#sid	uid	name	killed
s02180	ch0146096	Tyrion Lannister	false
s02180	ch0158221	Jorah Mormont	false
s02180	ch0158597	Daenerys Targaryen	false
s02180	ch0316923	Missandei	false
s02180	ch0335040	Daario Naharis	false
s02180	ui0000003	Drogon	false
s02181	ch0158597	Daenerys Targaryen	false
s02181	ui0000003	Drogon	false
s02182	ch0146096	Tyrion Lannister	false
s02182	ch0158221	Jorah Mormont	false
s02182	ch0158597	Daenerys Targaryen	false
s02182	ch0316923	Missandei	false
s02182	ch0335040	Daario Naharis	false
s02182	ui0000003	Drogon	false
s02183	ch0158597	Daenerys Targaryen	false
s02183	ui0000003	Drogon	false
s02184	ch0146096	Tyrion Lannister	false
s02184	ch0158221	Jorah Mormont	false
s02184	ch0158597	Daenerys Targaryen	false
s02184	ch0316923	Missandei	false
s02184	ch0335040	Daario Naharis	false
s02184	ui0000003	Drogon	false
s02185	ch0287523	Melisandre	false
s02186	ch0250897	Stannis Baratheon	false
s02186	ch0287523	Melisandre	false
s02187	ch0250897	Stannis Baratheon	false
s02187	ch0287523	Melisandre	false
s02188	ch0250897	Stannis Baratheon	false
s02188	ch0287523	Melisandre	false
s02189	ch0250897	Stannis Baratheon	false
s02189	ch0316924	Selyse Baratheon	true
s02190	ch0155777	Jon Snow	false
s02190	ch0244961	Samwell Tarly	false
s02191	ch0155777	Jon Snow	false
s02191	ch0244961	Samwell Tarly	false
s02191	ch0306819	Gilly	false
s02191	ch0547881	Baby Sam	false
s02192	ch0250897	Stannis Baratheon	false
s02194	ch0158137	Sansa Stark	false
s02195	ch0306046	Podrick Payne	false
s02196	ch0254503	Brienne of Tarth	false
s02196	ch0306046	Podrick Payne	false
s02197	ch0158137	Sansa Stark	false
s02198	ch0254503	Brienne of Tarth	false
s02198	ch0306046	Podrick Payne	false
s02199	ch0250897	Stannis Baratheon	false
s02200	ch0250897	Stannis Baratheon	false
s02201	ch0158137	Sansa Stark	false
s02202	ch0250897	Stannis Baratheon	false
s02204	ch0158137	Sansa Stark	false
s02206	ch0158137	Sansa Stark	false
s02207	ch0250897	Stannis Baratheon	false
s02208	ch0250897	Stannis Baratheon	false
s02208	ui0000082	Gordy	true
s02208	ui0000083	Simpson	true
s02209	ch0250897	Stannis Baratheon	false
s02210	ch0250897	Stannis Baratheon	true
s02210	ch0254503	Brienne of Tarth	false
s02211	ch0321004	Ramsay Snow	false
s02213	ch0158137	Sansa Stark	false
s02214	ch0158137	Sansa Stark	false
s02214	ch0158526	Theon Greyjoy	false
s02214	ch0316926	Myranda	true
s02216	ch0158137	Sansa Stark	false
s02216	ch0158526	Theon Greyjoy	false
s02217	ch0246933	Meryn Trant	false
s02217	ui0000027	Ghita	false
s02218	ch0246933	Meryn Trant	false
s02218	ui0000027	Ghita	false
s02219	ch0158604	Arya Stark	false
s02219	ch0246933	Meryn Trant	true
s02220	ch0158604	Arya Stark	false
s02221	ch0158604	Arya Stark	false
s02221	ch0259179	Jaqen H'ghar	true
s02221	ch0508054	The Waif	false
s02222	ch0158604	Arya Stark	false
s02222	ch0259179	Jaqen H'ghar	false
s02223	ch0158527	Jaime Lannister	false
s02223	ch0238585	Myrcella Baratheon	false
s02223	ch0241345	Bronn	false
s02223	ch0309687	Ellaria Sand	false
s02223	ch0468001	Obara Sand	false
s02223	ch0468006	Doran Martell	false
s02223	ch0468074	Nymeria Sand	false
s02223	ch0468075	Tyene Sand	false
s02223	ch0506400	Trystane Martell	false
s02223	ch0507107	Areo Hotah	false
s02224	ch0158527	Jaime Lannister	false
s02224	ch0238585	Myrcella Baratheon	true
s02225	ch0309687	Ellaria Sand	false
s02225	ch0468001	Obara Sand	false
s02225	ch0468074	Nymeria Sand	false
s02225	ch0468075	Tyene Sand	false
s02227	ch0146096	Tyrion Lannister	false
s02227	ch0158221	Jorah Mormont	false
s02227	ch0335040	Daario Naharis	false
s02228	ch0146096	Tyrion Lannister	false
s02228	ch0158221	Jorah Mormont	false
s02228	ch0316923	Missandei	false
s02228	ch0335038	Grey Worm	false
s02228	ch0335040	Daario Naharis	false
s02229	ch0146096	Tyrion Lannister	false
s02229	ch0316923	Missandei	false
s02229	ch0335038	Grey Worm	false
s02230	ch0146096	Tyrion Lannister	false
s02230	ch0249636	Lord Varys	false
s02231	ch0158597	Daenerys Targaryen	false
s02231	ui0000003	Drogon	false
s02232	ch0158597	Daenerys Targaryen	false
s02233	ch0159526	Cersei Lannister	false
s02233	ch0512215	Septa Unella	false
s02234	ch0159526	Cersei Lannister	false
s02234	ch0476559	High Sparrow	false
s02235	ch0159526	Cersei Lannister	false
s02235	ch0512215	Septa Unella	false
s02235	ch0540869	Septa Moelle	false
s02235	ch0540869	Septa Scolera	false
s02236	ch0159526	Cersei Lannister	false
s02237	ch0159526	Cersei Lannister	false
s02237	ch0476559	High Sparrow	false
s02237	ch0512215	Septa Unella	false
s02237	ch0540869	Septa Moelle	false
s02237	ch0540869	Septa Scolera	false
s02238	ch0159526	Cersei Lannister	false
s02238	ch0512215	Septa Unella	false
s02239	ch0159526	Cersei Lannister	false
s02239	ch0512215	Septa Unella	false
s02240	ch0159526	Cersei Lannister	false
s02240	ch0232836	Grand Maester Pycelle	false
s02240	ch0305013	Kevan Lannister	false
s02240	ch0316929	Qyburn	false
s02241	ch0159526	Cersei Lannister	false
s02241	ch0232836	Grand Maester Pycelle	false
s02241	ch0245401	Gregor Clegane	false
s02241	ch0305013	Kevan Lannister	false
s02241	ch0316929	Qyburn	false
s02242	ch0155777	Jon Snow	false
s02242	ch0255396	Davos Seaworth	false
s02243	ch0155777	Jon Snow	false
s02243	ch0255396	Davos Seaworth	false
s02243	ch0287523	Melisandre	false
s02244	ch0155777	Jon Snow	false
s02245	ch0155777	Jon Snow	false
s02245	ch0508055	Olly	false
s02246	ch0155777	Jon Snow	false
s02246	ch0246938	Alliser Thorne	false
s02246	ch0508055	Olly	false
s02247	ch0155777	Jon Snow	false
s02247	ch0246938	Alliser Thorne	false
s02247	ch0305003	Othell Yarwyck	false
s02247	ch0305036	Bowen Marsh	false
s02247	ch0508055	Olly	false
s02248	ch0155777	Jon Snow	true
s02249	ch0155777	Jon Snow	false
s02250	ui0000005	Ghost	false
s02251	ch0155777	Jon Snow	false
s02251	ch0255396	Davos Seaworth	false
s02252	ch0155777	Jon Snow	false
s02252	ch0255396	Davos Seaworth	false
s02252	ch0305008	Eddison Tollett	false
s02252	ch0509452	Loyal Night's Watchman #1	false
s02252	ch0509452	Loyal Night's Watchman #2	false
s02253	ch0155777	Jon Snow	false
s02253	ch0255396	Davos Seaworth	false
s02253	ch0305008	Eddison Tollett	false
s02253	ch0509452	Loyal Night's Watchman #1	false
s02253	ch0509452	Loyal Night's Watchman #2	false
s02254	ch0155777	Jon Snow	false
s02254	ch0255396	Davos Seaworth	false
s02254	ch0287523	Melisandre	false
s02254	ch0509452	Loyal Night's Watchman #1	false
s02254	ch0509452	Loyal Night's Watchman #2	false
s02255	ch0246938	Alliser Thorne	false
s02255	ch0305003	Othell Yarwyck	false
s02255	ch0305036	Bowen Marsh	false
s02255	ch0508055	Olly	false
s02255	ch0509452	Night's Watchman #1	false
s02255	ch0509452	Night's Watchman #2	false
s02256	ch0155777	Jon Snow	false
s02256	ch0255396	Davos Seaworth	false
s02256	ch0305008	Eddison Tollett	false
s02256	ch0509452	Loyal Night's Watchman #1	false
s02256	ch0509452	Loyal Night's Watchman #2	false
s02256	ui0000005	Ghost	false
s02258	ch0316926	Myranda	false
s02258	ch0321004	Ramsay Snow	false
s02258	ch0550545	Maester Wolkan	false
s02259	ch0305006	Roose Bolton	false
s02259	ch0321004	Ramsay Snow	false
s02260	ch0158137	Sansa Stark	false
s02260	ch0158526	Theon Greyjoy	false
s02261	ch0158137	Sansa Stark	false
s02261	ch0158526	Theon Greyjoy	false
s02261	ui0000031	Bolton Officer	false
s02261	ui0000067	Bolton Soldier	false
s02262	ch0158137	Sansa Stark	false
s02262	ch0158526	Theon Greyjoy	false
s02262	ch0254503	Brienne of Tarth	false
s02262	ch0306046	Podrick Payne	false
s02262	ui0000031	Bolton Officer	true
s02262	ui0000067	Bolton Soldier	true
s02263	ch0158137	Sansa Stark	false
s02263	ch0158526	Theon Greyjoy	false
s02263	ch0254503	Brienne of Tarth	false
s02263	ch0306046	Podrick Payne	false
s02265	ch0159526	Cersei Lannister	false
s02266	ch0159526	Cersei Lannister	false
s02266	ch0537855	Handmaid	false
s02267	ch0158527	Jaime Lannister	false
s02267	ch0159526	Cersei Lannister	false
s02267	ch0245401	Gregor Clegane	false
s02268	ch0158527	Jaime Lannister	false
s02268	ch0159526	Cersei Lannister	false
s02269	ch0251974	Margaery Tyrell	false
s02269	ch0512215	Septa Unella	false
s02270	ch0251974	Margaery Tyrell	false
s02270	ch0476559	High Sparrow	false
s02270	ch0512215	Septa Unella	false
s02271	ch0251974	Margaery Tyrell	false
s02271	ch0476559	High Sparrow	false
s02272	ch0309687	Ellaria Sand	false
s02272	ch0468006	Doran Martell	false
s02272	ch0468075	Tyene Sand	false
s02272	ch0507107	Areo Hotah	false
s02273	ch0309687	Ellaria Sand	false
s02273	ch0468006	Doran Martell	false
s02273	ch0468075	Tyene Sand	false
s02273	ch0507107	Areo Hotah	true
s02273	ui0000087	Maester Caleotte	true
s02274	ch0309687	Ellaria Sand	false
s02274	ch0468006	Doran Martell	true
s02274	ch0468075	Tyene Sand	false
s02275	ch0468001	Obara Sand	false
s02275	ch0468074	Nymeria Sand	false
s02275	ch0506400	Trystane Martell	true
s02276	ch0146096	Tyrion Lannister	false
s02276	ch0249636	Lord Varys	false
s02277	ch0146096	Tyrion Lannister	false
s02277	ch0249636	Lord Varys	false
s02278	ch0146096	Tyrion Lannister	false
s02278	ch0249636	Lord Varys	false
s02279	ch0146096	Tyrion Lannister	false
s02279	ch0249636	Lord Varys	false
s02279	ch0540870	Zanrush	false
s02280	ch0146096	Tyrion Lannister	false
s02280	ch0249636	Lord Varys	false
s02282	ch0158221	Jorah Mormont	false
s02282	ch0335040	Daario Naharis	false
s02284	ch0158597	Daenerys Targaryen	false
s02284	ch0540066	Qhono	false
s02284	ch0544520	Akho	false
s02286	ch0158597	Daenerys Targaryen	false
s02286	ch0540066	Qhono	false
s02286	ch0544520	Akho	false
s02287	ch0158597	Daenerys Targaryen	false
s02287	ch0538748	Khal Moro	false
s02287	ch0540066	Qhono	false
s02287	ch0542918	Dothraki Bloodrider #1	false
s02287	ch0542918	Dothraki Bloodrider #2	false
s02287	ch0544520	Akho	false
s02288	ch0158604	Arya Stark	false
s02289	ch0158604	Arya Stark	false
s02289	ch0508054	The Waif	false
s02290	ch0155777	Jon Snow	false
s02290	ch0246938	Alliser Thorne	false
s02290	ch0255396	Davos Seaworth	false
s02290	ch0305003	Othell Yarwyck	false
s02290	ch0305036	Bowen Marsh	false
s02290	ch0509452	Loyal Night's Watchman #1	false
s02290	ch0509452	Loyal Night's Watchman #2	false
s02290	ui0000005	Ghost	false
s02291	ch0155777	Jon Snow	false
s02291	ch0255396	Davos Seaworth	false
s02291	ch0509452	Loyal Night's Watchman #1	false
s02291	ch0509452	Loyal Night's Watchman #2	false
s02291	ui0000005	Ghost	false
s02292	ch0287523	Melisandre	false
s02293	ch0234897	Bran Stark	false
s02293	ch0414457	Three-Eyed Raven	false
s02294	ch0153996	Young Benjen Stark	false
s02294	ch0154681	Young Ned Stark	false
s02294	ch0171391	Young Rodrik Cassel	false
s02294	ch0234897	Bran Stark	false
s02294	ch0414457	Three-Eyed Raven	false
s02295	ch0153996	Young Benjen Stark	false
s02295	ch0154681	Young Ned Stark	false
s02295	ch0171391	Young Rodrik Cassel	false
s02295	ch0234897	Bran Stark	false
s02295	ch0414457	Three-Eyed Raven	false
s02295	ch0543804	Young Lyanna Stark	false
s02296	ch0153996	Young Benjen Stark	false
s02296	ch0154681	Young Ned Stark	false
s02296	ch0234897	Bran Stark	false
s02296	ch0238584	Wyllis	false
s02296	ch0414457	Three-Eyed Raven	false
s02296	ch0543804	Young Lyanna Stark	false
s02297	ch0153996	Young Benjen Stark	false
s02297	ch0154681	Young Ned Stark	false
s02297	ch0234897	Bran Stark	false
s02297	ch0238584	Wyllis	false
s02297	ch0305018	Young Nan	false
s02297	ch0414457	Three-Eyed Raven	false
s02297	ch0543804	Young Lyanna Stark	false
s02298	ch0234897	Bran Stark	false
s02298	ch0414457	Three-Eyed Raven	false
s02298	ch0467999	Leaf	false
s02299	ch0234897	Bran Stark	false
s02299	ch0238584	Hodor	false
s02300	ch0234897	Bran Stark	false
s02300	ch0238584	Hodor	false
s02300	ch0316928	Meera Reed	false
s02301	ch0316928	Meera Reed	false
s02301	ch0467999	Leaf	false
s02303	ch0155777	Jon Snow	false
s02303	ch0246938	Alliser Thorne	false
s02303	ch0255396	Davos Seaworth	false
s02303	ch0305003	Othell Yarwyck	false
s02303	ch0305036	Bowen Marsh	false
s02303	ch0508055	Olly	false
s02303	ch0509452	Loyal Night's Watchman #1	false
s02303	ch0509452	Loyal Night's Watchman #2	false
s02303	ui0000005	Ghost	false
s02304	ch0246938	Alliser Thorne	false
s02304	ch0305008	Eddison Tollett	false
s02304	ch0316925	Tormund Giantsbane	false
s02304	ch0508055	Olly	false
s02304	ch0524621	Wun Wun	false
s02305	ch0246938	Alliser Thorne	false
s02305	ch0255396	Davos Seaworth	false
s02305	ch0305008	Eddison Tollett	false
s02305	ch0316925	Tormund Giantsbane	false
s02305	ch0508055	Olly	false
s02306	ch0155777	Jon Snow	false
s02306	ch0255396	Davos Seaworth	false
s02306	ch0305008	Eddison Tollett	false
s02306	ch0316925	Tormund Giantsbane	false
s02307	ch0155777	Jon Snow	false
s02307	ch0255396	Davos Seaworth	false
s02307	ch0305008	Eddison Tollett	false
s02308	ui0000045	King's Landing Boaster	false
s02309	ch0245401	Gregor Clegane	false
s02309	ui0000045	King's Landing Boaster	true
s02310	ch0159526	Cersei Lannister	false
s02311	ch0159526	Cersei Lannister	false
s02311	ch0245401	Gregor Clegane	false
s02312	ch0159526	Cersei Lannister	false
s02312	ch0245401	Gregor Clegane	false
s02312	ch0305308	Lannister Captain	false
s02313	ch0158527	Jaime Lannister	false
s02313	ch0238585	Myrcella Baratheon	false
s02313	ch0256424	Tommen Baratheon	false
s02314	ch0158527	Jaime Lannister	false
s02314	ch0238585	Myrcella Baratheon	false
s02314	ch0256424	Tommen Baratheon	false
s02314	ch0476559	High Sparrow	false
s02315	ch0158527	Jaime Lannister	false
s02315	ch0238585	Myrcella Baratheon	false
s02315	ch0476559	High Sparrow	false
s02316	ch0159526	Cersei Lannister	false
s02316	ch0256424	Tommen Baratheon	false
s02317	ch0146096	Tyrion Lannister	false
s02317	ch0249636	Lord Varys	false
s02317	ch0316923	Missandei	false
s02317	ch0335038	Grey Worm	false
s02318	ch0146096	Tyrion Lannister	false
s02318	ch0249636	Lord Varys	false
s02319	ch0146096	Tyrion Lannister	false
s02319	ui0000016	Rhaegal	false
s02319	ui0000024	Viserion	false
s02320	ch0146096	Tyrion Lannister	false
s02320	ch0249636	Lord Varys	false
s02321	ch0158604	Arya Stark	false
s02321	ch0508054	The Waif	false
s02322	ch0158604	Arya Stark	false
s02323	ch0158604	Arya Stark	false
s02323	ch0259179	Jaqen H'ghar	false
s02324	ch0305006	Roose Bolton	false
s02324	ch0321004	Ramsay Snow	false
s02324	ch0542917	Harald Karstark	false
s02325	ch0305006	Roose Bolton	true
s02325	ch0321004	Ramsay Snow	false
s02325	ch0542917	Harald Karstark	false
s02325	ch0550545	Maester Wolkan	false
s02326	ch0321004	Ramsay Snow	false
s02326	ch0506401	Walda Bolton	true
s02327	ch0158137	Sansa Stark	false
s02327	ch0158526	Theon Greyjoy	false
s02327	ch0254503	Brienne of Tarth	false
s02327	ch0306046	Podrick Payne	false
s02328	ch0158137	Sansa Stark	false
s02328	ch0254503	Brienne of Tarth	false
s02329	ch0158137	Sansa Stark	false
s02329	ch0158526	Theon Greyjoy	false
s02329	ch0254503	Brienne of Tarth	false
s02329	ch0306046	Podrick Payne	false
s02330	ch0292152	Balon Greyjoy	false
s02330	ch0300217	Yara Greyjoy	false
s02331	ch0292152	Balon Greyjoy	true
s02331	ch0300217	Yara Greyjoy	false
s02331	ch0518715	Euron Greyjoy	false
s02332	ch0292152	Balon Greyjoy	false
s02332	ch0300217	Yara Greyjoy	false
s02332	ch0540081	Aeron Greyjoy	false
s02333	ch0255396	Davos Seaworth	false
s02333	ch0287523	Melisandre	false
s02334	ch0155777	Jon Snow	false
s02334	ch0255396	Davos Seaworth	false
s02334	ch0287523	Melisandre	false
s02334	ch0305008	Eddison Tollett	false
s02334	ch0316925	Tormund Giantsbane	false
s02334	ui0000005	Ghost	false
s02335	ch0155777	Jon Snow	false
s02335	ch0255396	Davos Seaworth	false
s02335	ch0287523	Melisandre	false
s02335	ch0305008	Eddison Tollett	false
s02335	ui0000005	Ghost	false
s02336	ch0155777	Jon Snow	false
s02336	ch0255396	Davos Seaworth	false
s02336	ui0000005	Ghost	false
s02337	ch0155777	Jon Snow	false
s02337	ui0000005	Ghost	false
s02338	ch0155777	Jon Snow	false
s02338	ch0255396	Davos Seaworth	false
s02338	ui0000005	Ghost	false
s02339	ch0155777	Jon Snow	false
s02339	ch0255396	Davos Seaworth	false
s02339	ch0287523	Melisandre	false
s02340	ch0155777	Jon Snow	false
s02340	ch0255396	Davos Seaworth	false
s02341	ch0155777	Jon Snow	false
s02341	ch0255396	Davos Seaworth	false
s02341	ch0305008	Eddison Tollett	false
s02341	ch0316925	Tormund Giantsbane	false
s02342	ch0244961	Samwell Tarly	false
s02342	ch0306819	Gilly	false
s02342	ch0547881	Baby Sam	false
s02343	ch0154681	Young Ned Stark	false
s02343	ch0234897	Bran Stark	false
s02343	ch0414457	Three-Eyed Raven	false
s02343	ch0540097	Arthur Dayne	false
s02343	ch0540530	Gerold Hightower	true
s02343	ch0543132	Howland Reed	false
s02344	ch0154681	Young Ned Stark	false
s02344	ch0234897	Bran Stark	false
s02344	ch0414457	Three-Eyed Raven	false
s02344	ch0540097	Arthur Dayne	true
s02344	ch0543132	Howland Reed	false
s02345	ch0154681	Young Ned Stark	false
s02345	ch0234897	Bran Stark	false
s02345	ch0414457	Three-Eyed Raven	false
s02345	ch0543132	Howland Reed	false
s02346	ch0234897	Bran Stark	false
s02346	ch0414457	Three-Eyed Raven	false
s02346	ch0467999	Leaf	false
s02347	ch0158597	Daenerys Targaryen	false
s02347	ch0540066	Qhono	false
s02347	ch0544520	Akho	false
s02348	ch0158597	Daenerys Targaryen	false
s02348	ch0538748	Khal Moro	false
s02348	ch0540066	Qhono	false
s02348	ch0544520	Akho	false
s02349	ch0158597	Daenerys Targaryen	false
s02349	ch0539898	High Priestess	false
s02349	ch0540066	Qhono	false
s02349	ch0544520	Akho	false
s02350	ch0158597	Daenerys Targaryen	false
s02350	ch0539898	High Priestess	false
s02350	ch0540537	Ornela	false
s02351	ch0249636	Lord Varys	false
s02351	ch0539344	Vala	false
s02352	ch0146096	Tyrion Lannister	false
s02352	ch0316923	Missandei	false
s02352	ch0335038	Grey Worm	false
s02353	ch0146096	Tyrion Lannister	false
s02353	ch0249636	Lord Varys	false
s02353	ch0316923	Missandei	false
s02353	ch0335038	Grey Worm	false
s02354	ch0305326	Arthur	false
s02354	ch0305326	Little Bird #3	false
s02354	ch0305326	Little Bird #4	false
s02354	ch0305326	Little Bird #5	false
s02354	ch0305326	Little Bird #6	false
s02354	ch0305326	Little Bird #7	false
s02354	ch0316929	Qyburn	false
s02355	ch0158527	Jaime Lannister	false
s02355	ch0159526	Cersei Lannister	false
s02355	ch0245401	Gregor Clegane	false
s02355	ch0305326	Arthur	false
s02355	ch0305326	Little Bird #3	false
s02355	ch0305326	Little Bird #4	false
s02355	ch0305326	Little Bird #5	false
s02355	ch0305326	Little Bird #6	false
s02355	ch0305326	Little Bird #7	false
s02355	ch0316929	Qyburn	false
s02356	ch0158527	Jaime Lannister	false
s02356	ch0159526	Cersei Lannister	false
s02356	ch0245401	Gregor Clegane	false
s02356	ch0316929	Qyburn	false
s02357	ch0010188	Olenna Tyrell	false
s02357	ch0232836	Grand Maester Pycelle	false
s02357	ch0305013	Kevan Lannister	false
s02357	ch0384328	Mace Tyrell	false
s02358	ch0010188	Olenna Tyrell	false
s02358	ch0158527	Jaime Lannister	false
s02358	ch0159526	Cersei Lannister	false
s02358	ch0232836	Grand Maester Pycelle	false
s02358	ch0245401	Gregor Clegane	false
s02358	ch0305013	Kevan Lannister	false
s02358	ch0384328	Mace Tyrell	false
s02359	ch0158527	Jaime Lannister	false
s02359	ch0159526	Cersei Lannister	false
s02359	ch0232836	Grand Maester Pycelle	false
s02359	ch0245401	Gregor Clegane	false
s02360	ch0256424	Tommen Baratheon	false
s02360	ch0476559	High Sparrow	false
s02361	ch0158604	Arya Stark	false
s02361	ch0508054	The Waif	false
s02362	ch0158604	Arya Stark	false
s02362	ch0259179	Jaqen H'ghar	false
s02362	ch0508054	The Waif	false
s02363	ch0158604	Arya Stark	false
s02363	ch0508054	The Waif	false
s02364	ch0158604	Arya Stark	false
s02364	ch0259179	Jaqen H'ghar	false
s02364	ch0508054	The Waif	false
s02365	ch0158604	Arya Stark	false
s02365	ch0259179	Jaqen H'ghar	false
s02366	ch0540067	Smalljon Umber	false
s02367	ch0321004	Ramsay Snow	false
s02367	ch0540067	Smalljon Umber	false
s02367	ch0542917	Harald Karstark	false
s02368	ch0233141	Rickon Stark	false
s02368	ch0295802	Osha	false
s02368	ch0321004	Ramsay Snow	false
s02368	ch0540067	Smalljon Umber	false
s02368	ch0542917	Harald Karstark	false
s02369	ch0233141	Rickon Stark	false
s02369	ch0295802	Osha	false
s02369	ch0321004	Ramsay Snow	false
s02369	ch0540067	Smalljon Umber	false
s02369	ch0542917	Harald Karstark	false
s02369	ui0000022	Shaggydog	true
s02370	ch0155777	Jon Snow	false
s02370	ch0305008	Eddison Tollett	false
s02371	ch0155777	Jon Snow	false
s02371	ch0255396	Davos Seaworth	false
s02371	ch0287523	Melisandre	false
s02371	ch0305008	Eddison Tollett	false
s02371	ch0316925	Tormund Giantsbane	false
s02372	ch0155777	Jon Snow	false
s02372	ch0246938	Alliser Thorne	true
s02372	ch0255396	Davos Seaworth	false
s02372	ch0287523	Melisandre	false
s02372	ch0305003	Othell Yarwyck	true
s02372	ch0305008	Eddison Tollett	false
s02372	ch0305036	Bowen Marsh	true
s02372	ch0316925	Tormund Giantsbane	false
s02372	ch0508055	Olly	true
s02373	ch0155777	Jon Snow	false
s02373	ch0246938	Alliser Thorne	false
s02373	ch0305003	Othell Yarwyck	false
s02373	ch0305008	Eddison Tollett	false
s02373	ch0305036	Bowen Marsh	false
s02373	ch0316925	Tormund Giantsbane	false
s02373	ch0508055	Olly	false
s02374	ch0155777	Jon Snow	false
s02374	ch0305008	Eddison Tollett	false
s02375	ch0155777	Jon Snow	false
s02375	ch0305008	Eddison Tollett	false
s02376	ch0158137	Sansa Stark	false
s02376	ch0254503	Brienne of Tarth	false
s02376	ch0306046	Podrick Payne	false
s02376	ch0316925	Tormund Giantsbane	false
s02377	ch0155777	Jon Snow	false
s02377	ch0158137	Sansa Stark	false
s02377	ch0254503	Brienne of Tarth	false
s02377	ch0305008	Eddison Tollett	false
s02377	ch0306046	Podrick Payne	false
s02377	ch0316925	Tormund Giantsbane	false
s02378	ch0155777	Jon Snow	false
s02378	ch0158137	Sansa Stark	false
s02379	ch0255396	Davos Seaworth	false
s02379	ch0287523	Melisandre	false
s02380	ch0254503	Brienne of Tarth	false
s02380	ch0255396	Davos Seaworth	false
s02380	ch0287523	Melisandre	false
s02381	ch0300949	Robin Arryn	false
s02381	ch0524546	Yohn Royce	false
s02383	ch0245982	Petyr Baelish	false
s02383	ch0300949	Robin Arryn	false
s02383	ch0524546	Yohn Royce	false
s02384	ch0245982	Petyr Baelish	false
s02384	ch0300949	Robin Arryn	false
s02385	ch0245982	Petyr Baelish	false
s02385	ch0300949	Robin Arryn	false
s02385	ch0524546	Yohn Royce	false
s02386	ch0146096	Tyrion Lannister	false
s02386	ch0249636	Lord Varys	false
s02386	ch0316923	Missandei	false
s02386	ch0335038	Grey Worm	false
s02387	ch0146096	Tyrion Lannister	false
s02387	ch0249636	Lord Varys	false
s02387	ch0316923	Missandei	false
s02387	ch0335038	Grey Worm	false
s02387	ch0413591	Razdal mo Eraz	false
s02387	ch0470706	Yezzan zo Qaggaz	false
s02387	ui0000050	Belicho Paenymion	false
s02388	ch0146096	Tyrion Lannister	false
s02388	ch0316923	Missandei	false
s02388	ch0335038	Grey Worm	false
s02389	ch0146096	Tyrion Lannister	false
s02389	ch0316923	Missandei	false
s02389	ch0335038	Grey Worm	false
s02390	ch0158221	Jorah Mormont	false
s02390	ch0335040	Daario Naharis	false
s02391	ch0158221	Jorah Mormont	false
s02391	ch0335040	Daario Naharis	false
s02392	ch0158221	Jorah Mormont	false
s02392	ch0335040	Daario Naharis	false
s02392	ch0544520	Akho	true
s02392	ui0000033	Iggo	true
s02393	ch0158597	Daenerys Targaryen	false
s02393	ch0539898	High Priestess	false
s02393	ch0540537	Ornela	false
s02394	ch0158221	Jorah Mormont	false
s02394	ch0158597	Daenerys Targaryen	false
s02394	ch0335040	Daario Naharis	false
s02394	ch0540537	Ornela	false
s02395	ch0251974	Margaery Tyrell	false
s02395	ch0512215	Septa Unella	false
s02396	ch0251974	Margaery Tyrell	false
s02396	ch0476559	High Sparrow	false
s02396	ch0512215	Septa Unella	false
s02397	ch0251974	Margaery Tyrell	false
s02397	ch0476559	High Sparrow	false
s02398	ch0231428	Loras Tyrell	false
s02398	ch0251974	Margaery Tyrell	false
s02399	ch0159526	Cersei Lannister	false
s02399	ch0232836	Grand Maester Pycelle	false
s02399	ch0256424	Tommen Baratheon	false
s02400	ch0159526	Cersei Lannister	false
s02400	ch0256424	Tommen Baratheon	false
s02401	ch0010188	Olenna Tyrell	false
s02401	ch0158527	Jaime Lannister	false
s02401	ch0159526	Cersei Lannister	false
s02401	ch0305013	Kevan Lannister	false
s02402	ch0158526	Theon Greyjoy	false
s02403	ch0158526	Theon Greyjoy	false
s02403	ch0300217	Yara Greyjoy	false
s02404	ch0295802	Osha	true
s02404	ch0321004	Ramsay Snow	false
s02406	ch0155777	Jon Snow	false
s02406	ch0158137	Sansa Stark	false
s02406	ch0254503	Brienne of Tarth	false
s02406	ch0305008	Eddison Tollett	false
s02406	ch0306046	Podrick Payne	false
s02406	ch0316925	Tormund Giantsbane	false
s02407	ch0155777	Jon Snow	false
s02407	ch0158137	Sansa Stark	false
s02407	ch0254503	Brienne of Tarth	false
s02407	ch0305008	Eddison Tollett	false
s02407	ch0306046	Podrick Payne	false
s02407	ch0316925	Tormund Giantsbane	false
s02407	ch0509452	Night's Watchman	false
s02408	ch0155777	Jon Snow	false
s02408	ch0158137	Sansa Stark	false
s02408	ch0254503	Brienne of Tarth	false
s02408	ch0305008	Eddison Tollett	false
s02408	ch0306046	Podrick Payne	false
s02408	ch0316925	Tormund Giantsbane	false
s02409	ch0535371	Khal Rhalko	false
s02409	ch0538748	Khal Moro	false
s02409	ch0542918	Dothraki Bloodrider #1	false
s02409	ch0542918	Dothraki Bloodrider #2	false
s02409	ui0000034	Khal Brozho	false
s02409	ui0000035	Khal Qorro	false
s02409	ui0000036	Khal Forzho	false
s02410	ch0158597	Daenerys Targaryen	false
s02410	ch0535371	Khal Rhalko	false
s02410	ch0538748	Khal Moro	false
s02410	ch0539898	High Priestess	false
s02410	ch0540537	Ornela	false
s02410	ch0542918	Dothraki Bloodrider #1	false
s02410	ch0542918	Dothraki Bloodrider #2	false
s02410	ui0000034	Khal Brozho	false
s02410	ui0000035	Khal Qorro	false
s02410	ui0000036	Khal Forzho	false
